Date,Close,Ticker,Close,Close,Close,Close,Close,Close,Close
,AAPL,,MSFT,TSLA,AMZN,GOOGL,RELIANCE.NS,INFY.NS,TCS.NS
2020-09-28,111.8236312866211,AAPL,,,,,,,
2020-09-29,110.97736358642578,AAPL,,,,,,,
2020-09-30,112.65045928955078,AAPL,,,,,,,
2020-10-01,113.60371398925781,AAPL,,,,,,,
2020-10-02,109.93657684326172,AAPL,,,,,,,
2020-10-05,113.3216323852539,AAPL,,,,,,,
2020-10-06,110.07275390625,AAPL,,,,,,,
2020-10-07,111.94036865234375,AAPL,,,,,,,
2020-10-08,111.8333740234375,AAPL,,,,,,,
2020-10-09,113.7787857055664,AAPL,,,,,,,
2020-10-12,121.00609588623047,AAPL,,,,,,,
2020-10-13,117.79613494873047,AAPL,,,,,,,
2020-10-14,117.8836898803711,AAPL,,,,,,,
2020-10-15,117.41675567626953,AAPL,,,,,,,
2020-10-16,115.77286529541016,AAPL,,,,,,,
2020-10-19,112.8157958984375,AAPL,,,,,,,
2020-10-20,114.30406951904297,AAPL,,,,,,,
2020-10-21,113.6815185546875,AAPL,,,,,,,
2020-10-22,112.59208679199219,AAPL,,,,,,,
2020-10-23,111.90144348144531,AAPL,,,,,,,
2020-10-26,111.91118621826172,AAPL,,,,,,,
2020-10-27,113.41888427734375,AAPL,,,,,,,
2020-10-28,108.16622924804688,AAPL,,,,,,,
2020-10-29,112.17381286621094,AAPL,,,,,,,
2020-10-30,105.8900375366211,AAPL,,,,,,,
2020-11-02,105.80250549316406,AAPL,,,,,,,
2020-11-03,107.42696380615234,AAPL,,,,,,,
2020-11-04,111.81391906738281,AAPL,,,,,,,
2020-11-05,115.78260803222656,AAPL,,,,,,,
2020-11-06,115.65107727050781,AAPL,,,,,,,
2020-11-09,113.34175872802734,AAPL,,,,,,,
2020-11-10,113.00068664550781,AAPL,,,,,,,
2020-11-11,116.43058013916016,AAPL,,,,,,,
2020-11-12,116.15775299072266,AAPL,,,,,,,
2020-11-13,116.20645904541016,AAPL,,,,,,,
2020-11-16,117.21984100341797,AAPL,,,,,,,
2020-11-17,116.3331298828125,AAPL,,,,,,,
2020-11-18,115.00796508789062,AAPL,,,,,,,
2020-11-19,115.60232543945312,AAPL,,,,,,,
2020-11-20,114.33562469482422,AAPL,,,,,,,
2020-11-23,110.93498229980469,AAPL,,,,,,,
2020-11-24,112.22119903564453,AAPL,,,,,,,
2020-11-25,113.05915832519531,AAPL,,,,,,,
2020-11-27,113.60481262207031,AAPL,,,,,,,
2020-11-30,116.00182342529297,AAPL,,,,,,,
2020-12-01,119.577880859375,AAPL,,,,,,,
2020-12-02,119.92867279052734,AAPL,,,,,,,
2020-12-03,119.79225158691406,AAPL,,,,,,,
2020-12-04,119.11991119384766,AAPL,,,,,,,
2020-12-07,120.58150482177734,AAPL,,,,,,,
2020-12-08,121.19538116455078,AAPL,,,,,,,
2020-12-09,118.66194915771484,AAPL,,,,,,,
2020-12-10,120.08455657958984,AAPL,,,,,,,
2020-12-11,119.27581787109375,AAPL,,,,,,,
2020-12-14,118.66194915771484,AAPL,,,,,,,
2020-12-15,124.60574340820312,AAPL,,,,,,,
2020-12-16,124.53755950927734,AAPL,,,,,,,
2020-12-17,125.40473937988281,AAPL,,,,,,,
2020-12-18,123.41699981689453,AAPL,,,,,,,
2020-12-21,124.94678497314453,AAPL,,,,,,,
2020-12-22,128.5032958984375,AAPL,,,,,,,
2020-12-23,127.60694885253906,AAPL,,,,,,,
2020-12-24,128.59104919433594,AAPL,,,,,,,
2020-12-28,133.190185546875,AAPL,,,,,,,
2020-12-29,131.416748046875,AAPL,,,,,,,
2020-12-30,130.2962188720703,AAPL,,,,,,,
2020-12-31,129.2926025390625,AAPL,,,,,,,
2021-01-04,126.09658813476562,AAPL,,,,,,,
2021-01-05,127.65557098388672,AAPL,,,,,,,
2021-01-06,123.35853576660156,AAPL,,,,,,,
2021-01-07,127.56791687011719,AAPL,,,,,,,
2021-01-08,128.66900634765625,AAPL,,,,,,,
2021-01-11,125.67760467529297,AAPL,,,,,,,
2021-01-12,125.502197265625,AAPL,,,,,,,
2021-01-13,127.5386962890625,AAPL,,,,,,,
2021-01-14,125.60936737060547,AAPL,,,,,,,
2021-01-15,123.88468933105469,AAPL,,,,,,,
2021-01-19,124.55705261230469,AAPL,,,,,,,
2021-01-20,128.6494903564453,AAPL,,,,,,,
2021-01-21,133.3655548095703,AAPL,,,,,,,
2021-01-22,135.50924682617188,AAPL,,,,,,,
2021-01-25,139.26071166992188,AAPL,,,,,,,
2021-01-26,139.49449157714844,AAPL,,,,,,,
2021-01-27,138.4226837158203,AAPL,,,,,,,
2021-01-28,133.57992553710938,AAPL,,,,,,,
2021-01-29,128.581298828125,AAPL,,,,,,,
2021-02-01,130.70547485351562,AAPL,,,,,,,
2021-02-02,131.53370666503906,AAPL,,,,,,,
2021-02-03,130.5106201171875,AAPL,,,,,,,
2021-02-04,133.8722686767578,AAPL,,,,,,,
2021-02-05,133.45755004882812,AAPL,,,,,,,
2021-02-08,133.60391235351562,AAPL,,,,,,,
2021-02-09,132.72564697265625,AAPL,,,,,,,
2021-02-10,132.12060546875,AAPL,,,,,,,
2021-02-11,131.86688232421875,AAPL,,,,,,,
2021-02-12,132.10107421875,AAPL,,,,,,,
2021-02-16,129.97373962402344,AAPL,,,,,,,
2021-02-17,127.68048095703125,AAPL,,,,,,,
2021-02-18,126.57777404785156,AAPL,,,,,,,
2021-02-19,126.73390197753906,AAPL,,,,,,,
2021-02-22,122.95735931396484,AAPL,,,,,,,
2021-02-23,122.82073974609375,AAPL,,,,,,,
2021-02-24,122.32305908203125,AAPL,,,,,,,
2021-02-25,118.06834411621094,AAPL,,,,,,,
2021-02-26,118.33181762695312,AAPL,,,,,,,
2021-03-01,124.70413208007812,AAPL,,,,,,,
2021-03-02,122.09861755371094,AAPL,,,,,,,
2021-03-03,119.11248779296875,AAPL,,,,,,,
2021-03-04,117.2291030883789,AAPL,,,,,,,
2021-03-05,118.48794555664062,AAPL,,,,,,,
2021-03-08,113.55013275146484,AAPL,,,,,,,
2021-03-09,118.1659164428711,AAPL,,,,,,,
2021-03-10,117.08272552490234,AAPL,,,,,,,
2021-03-11,119.01490020751953,AAPL,,,,,,,
2021-03-12,118.10736846923828,AAPL,,,,,,,
2021-03-15,120.99589538574219,AAPL,,,,,,,
2021-03-16,122.53775787353516,AAPL,,,,,,,
2021-03-17,121.74729919433594,AAPL,,,,,,,
2021-03-18,117.61943054199219,AAPL,,,,,,,
2021-03-19,117.09249114990234,AAPL,,,,,,,
2021-03-22,120.41038513183594,AAPL,,,,,,,
2021-03-23,119.58090209960938,AAPL,,,,,,,
2021-03-24,117.19005584716797,AAPL,,,,,,,
2021-03-25,117.677978515625,AAPL,,,,,,,
2021-03-26,118.28302001953125,AAPL,,,,,,,
2021-03-29,118.45867919921875,AAPL,,,,,,,
2021-03-30,117.0046615600586,AAPL,,,,,,,
2021-03-31,119.20032501220703,AAPL,,,,,,,
2021-04-01,120.02980041503906,AAPL,,,,,,,
2021-04-05,122.85978698730469,AAPL,,,,,,,
2021-04-06,123.16226959228516,AAPL,,,,,,,
2021-04-07,124.81149291992188,AAPL,,,,,,,
2021-04-08,127.21204376220703,AAPL,,,,,,,
2021-04-09,129.78829956054688,AAPL,,,,,,,
2021-04-12,128.07080078125,AAPL,,,,,,,
2021-04-13,131.1837921142578,AAPL,,,,,,,
2021-04-14,128.8417510986328,AAPL,,,,,,,
2021-04-15,131.25210571289062,AAPL,,,,,,,
2021-04-16,130.9202880859375,AAPL,,,,,,,
2021-04-19,131.58389282226562,AAPL,,,,,,,
2021-04-20,129.8956298828125,AAPL,,,,,,,
2021-04-21,130.27626037597656,AAPL,,,,,,,
2021-04-22,128.75393676757812,AAPL,,,,,,,
2021-04-23,131.07644653320312,AAPL,,,,,,,
2021-04-26,131.46678161621094,AAPL,,,,,,,
2021-04-27,131.14474487304688,AAPL,,,,,,,
2021-04-28,130.3542938232422,AAPL,,,,,,,
2021-04-29,130.2567138671875,AAPL,,,,,,,
2021-04-30,128.28549194335938,AAPL,,,,,,,
2021-05-03,129.3394317626953,AAPL,,,,,,,
2021-05-04,124.76266479492188,AAPL,,,,,,,
2021-05-05,125.00665283203125,AAPL,,,,,,,
2021-05-06,126.60704040527344,AAPL,,,,,,,
2021-05-07,127.2815170288086,AAPL,,,,,,,
2021-05-10,123.9970932006836,AAPL,,,,,,,
2021-05-11,123.07821655273438,AAPL,,,,,,,
2021-05-12,120.00885009765625,AAPL,,,,,,,
2021-05-13,122.15935516357422,AAPL,,,,,,,
2021-05-14,124.58358764648438,AAPL,,,,,,,
2021-05-17,123.43013763427734,AAPL,,,,,,,
2021-05-18,122.04207611083984,AAPL,,,,,,,
2021-05-19,121.88568115234375,AAPL,,,,,,,
2021-05-20,124.44673919677734,AAPL,,,,,,,
2021-05-21,122.60903930664062,AAPL,,,,,,,
2021-05-24,124.24147033691406,AAPL,,,,,,,
2021-05-25,124.04596710205078,AAPL,,,,,,,
2021-05-26,123.9970932006836,AAPL,,,,,,,
2021-05-27,122.46239471435547,AAPL,,,,,,,
2021-05-28,121.80745697021484,AAPL,,,,,,,
2021-06-01,121.48489379882812,AAPL,,,,,,,
2021-06-02,122.24736022949219,AAPL,,,,,,,
2021-06-03,120.76155090332031,AAPL,,,,,,,
2021-06-04,123.05870056152344,AAPL,,,,,,,
2021-06-07,123.06847381591797,AAPL,,,,,,,
2021-06-08,123.8895492553711,AAPL,,,,,,,
2021-06-09,124.27080535888672,AAPL,,,,,,,
2021-06-10,123.27372741699219,AAPL,,,,,,,
2021-06-11,124.48584747314453,AAPL,,,,,,,
2021-06-14,127.54547119140625,AAPL,,,,,,,
2021-06-15,126.7243423461914,AAPL,,,,,,,
2021-06-16,127.2228775024414,AAPL,,,,,,,
2021-06-17,128.82594299316406,AAPL,,,,,,,
2021-06-18,127.52590942382812,AAPL,,,,,,,
2021-06-21,129.3245086669922,AAPL,,,,,,,
2021-06-22,130.9667205810547,AAPL,,,,,,,
2021-06-23,130.69302368164062,AAPL,,,,,,,
2021-06-24,130.4095458984375,AAPL,,,,,,,
2021-06-25,130.11627197265625,AAPL,,,,,,,
2021-06-28,131.7487335205078,AAPL,,,,,,,
2021-06-29,133.263916015625,AAPL,,,,,,,
2021-06-30,133.87969970703125,AAPL,,,,,,,
2021-07-01,134.1827392578125,AAPL,,,,,,,
2021-07-02,136.81224060058594,AAPL,,,,,,,
2021-07-06,138.82589721679688,AAPL,,,,,,,
2021-07-07,141.31858825683594,AAPL,,,,,,,
2021-07-08,140.0184783935547,AAPL,,,,,,,
2021-07-09,141.84640502929688,AAPL,,,,,,,
2021-07-12,141.25015258789062,AAPL,,,,,,,
2021-07-13,142.36448669433594,AAPL,,,,,,,
2021-07-14,145.7955322265625,AAPL,,,,,,,
2021-07-15,145.14059448242188,AAPL,,,,,,,
2021-07-16,143.09764099121094,AAPL,,,,,,,
2021-07-19,139.24623107910156,AAPL,,,,,,,
2021-07-20,142.863037109375,AAPL,,,,,,,
2021-07-21,142.12985229492188,AAPL,,,,,,,
2021-07-22,143.4984130859375,AAPL,,,,,,,
2021-07-23,145.21881103515625,AAPL,,,,,,,
2021-07-26,145.63914489746094,AAPL,,,,,,,
2021-07-27,143.4690704345703,AAPL,,,,,,,
2021-07-28,141.7193145751953,AAPL,,,,,,,
2021-07-29,142.36448669433594,AAPL,,,,,,,
2021-07-30,142.57955932617188,AAPL,,,,,,,
2021-08-02,142.2471923828125,AAPL,,,,,,,
2021-08-03,144.04583740234375,AAPL,,,,,,,
2021-08-04,143.64503479003906,AAPL,,,,,,,
2021-08-05,143.75253295898438,AAPL,,,,,,,
2021-08-06,143.06724548339844,AAPL,,,,,,,
2021-08-09,143.0183563232422,AAPL,,,,,,,
2021-08-10,142.5386505126953,AAPL,,,,,,,
2021-08-11,142.7931671142578,AAPL,,,,,,,
2021-08-12,145.7594757080078,AAPL,,,,,,,
2021-08-13,145.96507263183594,AAPL,,,,,,,
2021-08-16,147.94256591796875,AAPL,,,,,,,
2021-08-17,147.03213500976562,AAPL,,,,,,,
2021-08-18,143.28265380859375,AAPL,,,,,,,
2021-08-19,143.61550903320312,AAPL,,,,,,,
2021-08-20,145.0741729736328,AAPL,,,,,,,
2021-08-23,146.5622100830078,AAPL,,,,,,,
2021-08-24,146.47409057617188,AAPL,,,,,,,
2021-08-25,145.2406005859375,AAPL,,,,,,,
2021-08-26,144.43783569335938,AAPL,,,,,,,
2021-08-27,145.47555541992188,AAPL,,,,,,,
2021-08-30,149.9005126953125,AAPL,,,,,,,
2021-08-31,148.63763427734375,AAPL,,,,,,,
2021-09-01,149.30332946777344,AAPL,,,,,,,
2021-09-02,150.41937255859375,AAPL,,,,,,,
2021-09-03,151.05569458007812,AAPL,,,,,,,
2021-09-07,153.39547729492188,AAPL,,,,,,,
2021-09-08,151.84866333007812,AAPL,,,,,,,
2021-09-09,150.83059692382812,AAPL,,,,,,,
2021-09-10,145.83778381347656,AAPL,,,,,,,
