Ticker,AAPL,AMZN,GOOGL,INFY.NS,MSFT,RELIANCE.NS,TCS.NS,TSLA
Ticker,AAPL,AMZN,GOOGL,INFY.NS,MSFT,RELIANCE.NS,TCS.NS,TSLA
Date,,,,,,,,
2020-09-28,111.8236312866211,158.70249938964844,72.43342590332031,898.601806640625,200.81640625,1004.9170532226562,2256.142333984375,140.39999389648438
2020-09-29,110.97736358642578,157.24400329589844,72.79888916015625,897.3566284179688,198.72613525390625,1017.9758911132812,2313.8876953125,139.69000244140625
2020-09-30,112.65045928955078,157.43649291992188,72.7780532836914,896.6895751953125,201.6697540283203,1013.1241455078125,2317.51416015625,143.00332641601562
2020-10-01,113.60371398925781,161.06300354003906,73.88539123535156,905.0494995117188,203.7120361328125,1008.9979248046875,2346.479248046875,149.3866729736328
2020-10-02,109.93657684326172,156.25,72.28146362304688,,197.70021057128906,,,138.3633270263672
2020-10-05,113.3216323852539,159.9600067138672,73.63363647460938,932.6637573242188,201.71766662597656,1003.0806884765625,2516.041259765625,141.89332580566406
2020-10-06,110.07275390625,154.9980010986328,72.05403900146484,938.9339599609375,197.4317169189453,1002.2417602539062,2523.945068359375,137.9933319091797
2020-10-07,111.94036865234375,159.7845001220703,72.4572525024414,948.5389404296875,201.1903533935547,1023.6210327148438,2544.07666015625,141.76666259765625
2020-10-08,111.8333740234375,159.52749633789062,73.66344451904297,972.6845092773438,201.90945434570312,1015.3458862304688,2627.531982421875,141.97332763671875
2020-10-09,113.7787857055664,164.33250427246094,75.00518798828125,984.3353881835938,206.9241180419922,1012.7161254882812,2615.677001953125,144.6666717529297
2020-10-12,121.00609588623047,172.14649963378906,77.69364166259766,1006.8358764648438,212.283935546875,1014.348388671875,2631.530517578125,147.43333435058594
2020-10-13,117.79613494873047,172.18150329589844,77.81678771972656,1029.6922607421875,213.68385314941406,1034.1407470703125,2628.322998046875,148.88333129882812
2020-10-14,117.8836898803711,168.1855010986328,77.63654327392578,1011.19384765625,211.7661590576172,1037.22412109375,2623.699951171875,153.76666259765625
2020-10-15,117.41675567626953,166.9324951171875,77.24076080322266,985.6246948242188,210.61558532714844,1000.4960327148438,2559.265869140625,149.6266632080078
2020-10-16,115.77286529541016,163.635498046875,77.84808349609375,1002.7451171875,210.61558532714844,986.5757446289062,2580.4638671875,146.55667114257812
2020-10-19,112.8157958984375,160.36050415039062,75.97349548339844,1001.3218994140625,205.39955139160156,986.7570190429688,2532.137939453125,143.61000061035156
2020-10-20,114.30406951904297,160.85049438476562,77.02277374267578,1011.6382446289062,205.81185913085938,977.552490234375,2557.771728515625,140.64666748046875
2020-10-21,113.6815185546875,159.2469940185547,78.75630950927734,1021.2879638671875,205.95567321777344,963.3600463867188,2498.3798828125,140.8800048828125
2020-10-22,112.59208679199219,158.82000732421875,79.7827377319336,1004.1233520507812,206.0419921875,955.3569946289062,2494.4111328125,141.92999267578125
2020-10-23,111.90144348144531,160.22000122070312,81.0897216796875,1009.0223999023438,207.3268280029297,958.1229858398438,2509.026123046875,140.2100067138672
2020-10-26,111.91118621826172,160.3520050048828,78.6718978881836,999.9882202148438,201.4300537109375,920.057373046875,2510.333251953125,140.0933380126953
2020-10-27,113.41888427734375,164.31649780273438,79.39639282226562,980.5718994140625,204.4695281982422,922.505859375,2456.12353515625,141.55999755859375
2020-10-28,108.16622924804688,158.13900756835938,75.02256774902344,967.7177734375,194.334716796875,912.0543212890625,2448.699951171875,135.33999633789062
2020-10-29,112.17381286621094,160.55050659179688,77.31078338623047,966.189453125,196.29074096679688,919.0597534179688,2458.45849609375,136.94332885742188
2020-10-30,105.8900375366211,151.8074951171875,80.25198364257812,953.3800659179688,194.1333770751953,931.5745849609375,2488.527587890625,129.34666442871094
2020-11-02,105.80250549316406,150.2239990234375,80.65968322753906,963.8973999023438,193.9991455078125,851.2945556640625,2432.26513671875,133.50332641601562
2020-11-03,107.42696380615234,152.42050170898438,81.7193832397461,955.1331176757812,197.93031311035156,839.0291748046875,2459.345458984375,141.3000030517578
2020-11-04,111.81391906738281,162.05799865722656,86.69456481933594,983.3584594726562,207.48025512695312,867.504638671875,2477.601806640625,140.32666015625
2020-11-05,115.78260803222656,166.10000610351562,87.5213623046875,992.392578125,214.09613037109375,886.4581298828125,2507.99755859375,146.02999877929688
2020-11-06,115.65107727050781,165.56849670410156,87.38380432128906,1000.2582397460938,214.5084228515625,920.080078125,2528.30908203125,143.31666564941406
2020-11-09,113.34175872802734,157.18699645996094,87.46772766113281,1021.652099609375,209.3979034423828,929.8515014648438,2546.1923828125,140.4199981689453
2020-11-10,113.00068664550781,151.75100708007812,86.29084777832031,980.7517700195312,202.32174682617188,945.2001342773438,2474.286865234375,136.7866668701172
2020-11-11,116.43058013916016,156.8695068359375,86.7630844116211,1009.0223999023438,207.63368225097656,905.5928344726562,2509.95947265625,139.0433349609375
2020-11-12,116.15775299072266,155.51400756835938,86.54409790039062,1004.7525634765625,206.56935119628906,897.7937622070312,2494.317626953125,137.25332641601562
2020-11-13,116.20645904541016,156.4405059814453,88.0060043334961,1010.5504760742188,207.59527587890625,905.2301025390625,2481.056884765625,136.1666717529297
2020-11-14,,,,1018.865478515625,,907.9054565429688,2493.664306640625,
2020-11-16,117.21984100341797,156.55299377441406,88.09391021728516,,208.28562927246094,,,136.02999877929688
2020-11-17,116.3331298828125,156.7830047607422,87.47964477539062,1010.1011352539062,205.6296844482422,903.8018798828125,2489.648681640625,147.20333862304688
2020-11-18,115.00796508789062,155.2729949951172,86.43583679199219,998.2804565429688,202.91871643066406,901.05859375,2452.855224609375,162.2133331298828
2020-11-19,115.60232543945312,155.8509979248047,87.32620239257812,985.8756103515625,204.20692443847656,894.6878662109375,2462.42724609375,166.42333984375
2020-11-20,114.33562469482422,154.97000122070312,86.22429656982422,991.8082885742188,202.25543212890625,861.2926635742188,2484.232666015625,163.20333862304688
2020-11-23,110.93498229980469,154.91949462890625,85.78632354736328,1024.6185302734375,201.98622131347656,884.5084228515625,2543.997802734375,173.9499969482422
2020-11-24,112.22119903564453,155.9029998779297,87.59088134765625,1024.79833984375,205.59124755859375,890.5617065429688,2541.94384765625,185.1266632080078
2020-11-25,113.05915832519531,159.2534942626953,87.602294921875,1002.8649291992188,205.60084533691406,883.193359375,2522.566162109375,191.3333282470703
2020-11-26,,,,1000.6624755859375,,885.3698120117188,2540.589111328125,
2020-11-27,113.60481262207031,159.76699829101562,88.73896026611328,988.7970581054688,206.9082489013672,875.0316162109375,2502.3486328125,195.25332641601562
2020-11-30,116.00182342529297,158.40199279785156,87.119140625,,205.7931365966797,,,189.1999969482422
2020-12-01,119.577880859375,161.00399780273438,89.15310668945312,1022.8203125,207.8503875732422,886.412841796875,2546.378662109375,194.9199981689453
2020-12-02,119.92867279052734,160.17649841308594,90.62345123291016,1025.5623779296875,207.04283142089844,887.886474609375,2567.623779296875,189.60667419433594
2020-12-03,119.79225158691406,159.3365020751953,90.4680404663086,1012.5732421875,205.95657348632812,890.5617065429688,2530.177001953125,197.7933349609375
2020-12-04,119.11991119384766,158.12899780273438,90.56338500976562,1019.9441528320312,206.07188415527344,882.71728515625,2547.07958984375,199.67999267578125
2020-12-07,120.58150482177734,157.89999389648438,90.22918701171875,1027.8994140625,206.004638671875,887.9090576171875,2556.55712890625,213.9199981689453
2020-12-08,121.19538116455078,158.864501953125,89.94613647460938,1036.7537841796875,207.6581268310547,904.028564453125,2612.214111328125,216.6266632080078
2020-12-09,118.66194915771484,155.2100067138672,88.28408813476562,1056.3946533203125,203.6108856201172,919.08251953125,2624.82177734375,201.4933319091797
2020-12-10,120.08455657958984,155.07449340820312,87.77708435058594,1049.697998046875,202.38040161132812,910.0365600585938,2600.07470703125,209.02333068847656
2020-12-11,119.27581787109375,155.8209991455078,88.13214111328125,1045.6080322265625,205.0144500732422,909.492431640625,2599.421142578125,203.3300018310547
2020-12-14,118.66194915771484,157.84849548339844,87.01286315917969,1046.8216552734375,205.9180908203125,902.9176635742188,2612.58837890625,213.27667236328125
2020-12-15,124.60574340820312,158.25599670410156,87.45083618164062,1037.8773193359375,205.85079956054688,895.2319946289062,2578.830078125,211.0833282470703
2020-12-16,124.53755950927734,162.04800415039062,87.25767517089844,1047.8551025390625,210.80166625976562,896.2294921875,2627.99609375,207.58999633789062
2020-12-17,125.40473937988281,161.8040008544922,86.42938995361328,1042.01220703125,210.93626403808594,900.3331298828125,2650.408203125,218.63333129882812
2020-12-18,123.41699981689453,160.08250427246094,85.71977233886719,1069.518798828125,210.13836669921875,903.031005859375,2671.699462890625,231.6666717529297
2020-12-21,124.94678497314453,160.3090057373047,86.13392639160156,1058.2823486328125,213.98370361328125,879.5205078125,2633.55224609375,216.6199951171875
2020-12-22,128.5032958984375,160.3260040283203,85.42183685302734,1097.1151123046875,215.28147888183594,878.1603393554688,2682.4384765625,213.44667053222656
2020-12-23,127.60694885253906,159.2635040283203,85.81958770751953,1126.3746337890625,212.47445678710938,881.4024047851562,2716.290771484375,215.32666015625
2020-12-24,128.59104919433594,158.63450622558594,86.11407470703125,1111.093505859375,214.13755798339844,904.2099609375,2716.8505859375,220.58999633789062
2020-12-28,133.190185546875,164.197998046875,88.09043884277344,1114.91357421875,216.26210021972656,908.3588256835938,2735.57373046875,221.22999572753906
2020-12-29,131.416748046875,166.10000610351562,87.28598022460938,1123.9029541015625,215.4833526611328,902.350830078125,2736.600830078125,221.99667358398438
2020-12-30,130.2962188720703,164.29249572753906,86.21784210205078,1120.756591796875,213.10890197753906,904.8220825195312,2716.8037109375,231.5933380126953
2020-12-31,129.2926025390625,162.84649658203125,87.03173828125,1128.8468017578125,213.8202667236328,900.1971435546875,2673.333740234375,235.22332763671875
2021-01-01,,,,1133.0264892578125,,901.1946411132812,2734.49951171875,
2021-01-04,126.09658813476562,159.3314971923828,85.71531677246094,1158.0162353515625,209.27317810058594,902.713623046875,2838.342529296875,243.2566680908203
2021-01-05,127.65557098388672,160.92550659179688,86.40654754638672,1163.0050048828125,209.4750518798828,891.4912109375,2888.348876953125,245.0366668701172
2021-01-06,123.35853576660156,156.91900634765625,85.55392456054688,1152.48779296875,204.04348754882812,867.9807739257812,2849.59521484375,251.9933319091797
