time,BTC,ETH,XRP,AAPL,AMZN,GOOGL,INFY.NS,MSFT,RELIANCE.NS,TCS.NS,TSLA
06-08-2021,42852.18,2892.36,0.7473,143.0672,167.247,134.8087,1499.3826,279.5531,950.5429,3118.625,233.0333
09-08-2021,46292.61,3164.94,0.8178,143.0184,167.0935,135.9752,1511.2853,278.4618,945.1282,3130.7798,237.92
10-08-2021,45601.03,3141.67,0.8517,142.5387,166.034,135.8699,1523.9603,276.6366,950.0878,3141.3328,236.6633
11-08-2021,45556.69,3163.42,1.012,142.7932,164.6055,135.3455,1524.2328,277.129,963.3969,3151.0378,235.94
12-08-2021,44425.52,3047.29,0.966,145.7595,165.175,136.2542,1535.1816,279.8912,960.3029,3158.1516,240.75
13-08-2021,47832.93,3324.26,1.091,145.9651,164.6985,136.7841,1555.7159,282.8272,976.2965,3263.353,239.0567
16-08-2021,45927.4,3147.63,1.186,147.9426,164.9495,137.3621,1548.6289,284.5173,988.9686,3272.3511,228.7233
17-08-2021,44684.43,3011.96,1.098,147.0321,162.098,135.7254,1582.4745,283.0493,984.7598,3347.8245,221.9033
18-08-2021,44714.54,3013.52,1.145,143.2827,160.061,134.5212,1575.0238,281.3173,988.5819,3354.8911,229.6633
19-08-2021,46761.49,3184.74,1.234,143.6155,159.3875,134.7506,1575.0238,287.1616,988.5819,3354.8911,224.49
20-08-2021,49336.45,3286.5,1.264,145.0742,159.9975,136.4881,1574.5697,294.5059,977.4796,3353.9019,226.7533
23-08-2021,49521.06,3322.71,1.247,146.5622,163.2935,139.0822,1579.8394,294.7865,983.8953,3427.3025,235.4333
24-08-2021,47690.54,3172.57,1.136,146.4741,165.289,140.2939,1563.5754,292.8222,993.6097,3404.5,236.1633
25-08-2021,48996.44,3228.86,1.175,145.2406,164.959,141.1058,1576.9319,292.232,1002.2095,3447.6548,237.0667
26-08-2021,46852.22,3093.62,1.073,144.4378,165.8,140.4716,1569.7993,289.4066,1014.8815,3459.7622,233.72
27-08-2021,49088.1,3275.87,1.191,145.4756,167.4815,143.0176,1552.6267,290.0161,1013.4938,3505.2727,237.3067
30-08-2021,46993.31,3228.46,1.101,149.9005,171.0785,143.6001,1542.8594,293.7608,1032.991,3487.5115,243.6367
31-08-2021,47159.26,3435.17,1.187,148.6376,173.5395,143.7063,1550.4915,292.1062,1027.4855,3567.7432,245.24
01-09-2021,48840.01,3829.18,1.237,149.3033,173.95,144.2208,1524.4143,292.0578,1031.5577,3500.373,244.6967
02-09-2021,49280.77,3787.7,1.254,150.4194,173.156,142.3055,1534.7271,291.3999,1043.9796,3615.1382,244.13
03-09-2021,50019.51,3939.79,1.291,151.0557,173.9025,142.7549,1545.2216,291.3902,1086.7961,3620.1316,244.5233
06-09-2021,52693.32,3928.4,1.391,151.0557,173.9025,142.7549,1572.2526,291.3902,1103.6772,3629.5068,244.5233
07-09-2021,46856.31,3433.48,1.127,153.3955,175.4645,143.2922,1550.6735,290.4612,1110.6389,3595.4917,250.9733
08-09-2021,46073.45,3499.69,1.099,151.8487,176.275,142.7068,1538.4979,290.4902,1106.2933,3556.1536,251.29
09-09-2021,46392.85,3424.24,1.087,150.8306,174.208,142.5578,1536.9987,287.6261,1103.6772,3572.4072,251.62
10-09-2021,44853.1,3209.41,1.055,145.8378,173.4575,139.911,1536.9987,286.136,1103.6772,3572.4072,245.4233
13-09-2021,44958.56,3285.4,1.064,146.4056,172.8585,141.3576,1537.2716,287.3745,1079.084,3623.241,247.6667
14-09-2021,47129.01,3436.05,1.097,145.0056,172.5,141.5681,1532.047,290.0839,1077.6733,3661.449,248.1633
15-09-2021,48148.45,3615.22,1.121,145.8966,173.7895,143.4402,1555.0345,294.951,1082.1552,3726.134,251.9433
16-09-2021,47764.47,3569.26,1.091,145.6616,174.412,142.6263,1546.6754,295.3381,1104.8601,3677.8438,252.33
17-09-2021,47297.98,3398.82,1.066,142.9889,173.126,139.8355,1536.7262,290.1613,1087.729,3606.7522,253.1633
20-09-2021,42925.46,2966.51,0.9208,139.9346,167.7865,137.7693,1533.5913,284.7715,1089.458,3602.6536,243.39
21-09-2021,40709.59,2760.2,0.8738,140.4142,167.1815,138.0806,1561.3949,285.2555,1094.1674,3639.8245,246.46
22-09-2021,43576.15,3078.88,1.004,142.7834,169.0025,139.3226,1559.9865,288.9131,1105.9069,3639.0708,250.6467
23-09-2021,44893.87,3154.62,1.002,143.7428,170.8,140.2487,1583.2921,289.8613,1132.9344,3645.7605,251.2133
24-09-2021,42848.41,2930.86,0.9449,143.8309,171.276,141.2408,1602.6456,289.6581,1129.6583,3647.6924,258.13
27-09-2021,42187.51,2927.73,0.9229,142.3135,170.29,140.1057,1563.8483,284.6458,1148.655,3615.3269,263.7867
28-09-2021,41056.79,2807.44,0.8939,138.9262,165.798,134.8996,1532.91,274.3406,1159.3933,3560.865,259.1867
29-09-2021,41539.43,2850.87,0.9279,139.8269,165.056,133.4332,1537.5894,274.8051,1150.2021,3572.8782,260.4367
30-09-2021,43829.34,3000.83,0.953,138.5248,164.252,132.7603,1522.0975,272.7924,1146.2889,3557.4731,258.4933
01-10-2021,48164.35,3310.63,1.043,139.6506,164.163,135.6077,1512.9661,279.74,1148.3138,3514.7422,258.4067
04-10-2021,49276.91,3384.5,1.043,136.2145,159.489,132.7439,1525.323,273.9439,1163.079,3555.353,260.51
05-10-2021,51504.27,3516.09,1.085,138.1431,161.05,135.0913,1538.089,279.411,1187.2174,3611.8872,260.1967
06-10-2021,55345.85,3576.08,1.078,139.0143,163.1005,136.6227,1520.5984,283.6201,1164.7626,3590.781,260.9167
07-10-2021,53797.21,3588.12,1.068,140.2772,165.1215,138.2713,1536.4536,285.3038,1170.4729,3668.0442,264.5367
08-10-2021,53949.29,3562.84,1.063,139.8954,164.431,138.828,1566.3011,285.3038,1215.4509,3708.3254,261.83
11-10-2021,57498.8,3544.14,1.137,139.8073,162.315,137.9625,1536.4081,284.7039,1206.9875,3472.7185,263.98
12-10-2021,56010.9,3490.61,1.102,138.5346,162.3665,135.5143,1531.1383,283.3976,1213.881,3441.8601,268.5733
13-10-2021,57369,3607.55,1.128,137.9473,164.214,136.6396,1552.9901,286.7166,1226.2346,3444.074,270.36
14-10-2021,57359.21,3791.23,1.134,140.7373,164.993,140.1841,1558.9414,292.948,1228.7144,3409.3809,272.7733
15-10-2021,61684.96,3868.16,1.141,141.7946,170.451,140.3996,1558.9414,294.3607,1228.7144,3409.3809,281.01
18-10-2021,62038.16,3746.14,1.083,143.4687,172.337,141.8,1628.359,297.3411,1231.9906,3443.0833,290.0367
19-10-2021,64283.97,3877.45,1.091,145.6322,172.2075,142.2559,1655.6173,298.2507,1243.0247,3430.8101,288.09
20-10-2021,66021.02,4162.49,1.145,146.1217,170.753,140.7979,1637.627,297.4572,1228.7144,3406.9265,288.6
21-10-2021,62283.96,4062.76,1.089,146.3371,171.7505,140.9141,1593.3778,300.6987,1193.269,3334.8479,298
22-10-2021,60693.59,3971.95,1.089,145.5637,166.7775,136.6242,1562.6215,299.1505,1195.4987,3303.0811,303.2267
25-10-2021,63089.04,4220.26,1.095,145.5147,166.0185,136.5055,1551.4911,298.1539,1183.8502,3297.511,341.62
26-10-2021,60315.68,4129.95,1.107,146.1805,168.8035,138.3543,1561.7117,300.0697,1210.8096,3287.74,339.4767
27-10-2021,58464.42,3924.31,0.9954,145.7203,169.6245,145.2159,1584.8573,312.707,1195.4987,3294.4902,345.9533
28-10-2021,60610.11,4288.22,1.058,149.3621,172.3285,144.8499,1561.8951,313.8487,1182.3942,3230.2,359.0133
29-10-2021,62282.5,4417.4,1.082,146.6503,168.6215,147.0319,1528.7579,320.8834,1154.0243,3207.6375,371.3333
01-11-2021,60960.98,4322.79,1.093,145.828,165.9055,142.5141,1558.366,318.7062,1154.7295,3281.8865,402.8633
02-11-2021,63260.05,4593.15,1.135,146.8657,165.6375,144.4363,1556.3951,322.3445,1137.894,3289.2502,390.6667
03-11-2021,62929.93,4604.4,1.21,148.3048,169.2,145.5939,1560.6118,323.1863,1130.0679,3296.8501,404.62
04-11-2021,61448.47,4536.99,1.202,147.786,173.85,147.2519,1566.2952,325.5473,1137.0067,3312.3325,409.97
05-11-2021,61019.66,4480.09,1.16,148.3153,175.9495,147.8324,1566.2952,325.1796,1137.0067,3312.3325,407.3633
08-11-2021,67549.14,4810.97,1.283,147.4918,174.449,148.0102,1592.6948,326.0795,1138.4174,3306.7625,387.6467
09-11-2021,66939.24,4732.07,1.257,147.8546,178.8115,147.8984,1597.2782,325.0731,1147.4038,3309.5476,341.1667
10-11-2021,64926.06,4632.98,1.192,145.0212,174.1025,144.8942,1595.124,320.0898,1160.2352,3289.3447,355.9833
11-11-2021,64820.8,4722.68,1.215,144.9722,173.625,144.768,1588.8451,321.6671,1162.3511,3293.0271,354.5033
12-11-2021,64156.3,4668.7,1.189,147.0507,176.2575,147.6596,1631.8361,325.8182,1179.8917,3328.7588,344.4733
15-11-2021,63614.06,4561.38,1.172,147.0604,177.284,147.4351,1638.2072,325.1892,1172.9301,3354.4841,337.7967
16-11-2021,60108.9,4210.14,1.089,148.0409,177.035,146.8631,1642.9279,328.5179,1145.6748,3357.4109,351.5767
17-11-2021,60365.6,4289.75,1.096,150.4821,177.45,147.0329,1638.4818,328.7409,1121.1497,3324.8411,363.0033
18-11-2021,56930.68,3998.17,1.042,154.7762,184.803,148.8121,1631.1028,330.825,1125.3812,3281.2261,365.46
19-11-2021,58136.22,4299.27,1.091,157.4037,183.8285,147.9064,1631.1028,332.6087,1125.3812,3281.2261,379.02
22-11-2021,56303.06,4090.46,1.038,157.8645,178.6285,145.2999,1612.7697,329.4291,1075.5345,3264.894,385.6233
23-11-2021,57566.6,4341.17,1.067,158.2468,179.002,144.7834,1592.1448,327.3449,1085.5905,3270.4167,369.6767
24-11-2021,57175.09,4271.96,1.034,158.7664,179.0205,145.1191,1554.6534,327.5678,1069.9154,3250.6392,372
25-11-2021,58966.99,4523.8,1.043,158.7664,179.0205,145.1191,1578.8533,327.5678,1134.3221,3253.094,372
26-11-2021,53788.22,4042.55,0.9384,153.737,175.228,141.2091,1550.6661,319.5898,1097.762,3253.9907,360.64
29-11-2021,57839.55,4448.49,0.9905,157.0998,178.0785,144.5336,1554.9742,326.3271,1110.912,3306.0542,378.9967
30-11-2021,56975.35,4631.1,0.999,162.0606,175.3535,140.9255,1569.9156,320.472,1094.4858,3331.6853,381.5867
01-12-2021,57227.97,4587.74,0.9905,161.541,172.186,140.0853,1571.9783,319.9775,1122.5146,3377.613,365
02-12-2021,56522.76,4514.8,0.9731,160.5508,171.868,141.9867,1602.549,319.4055,1129.7266,3439.071,361.5333
03-12-2021,53663.25,4219.32,0.9225,158.6684,169.4895,141.0288,1590.9073,313.1239,1095.7826,3436.7581,338.3233
06-12-2021,50552.83,4357.17,0.8277,162.0802,171.3685,142.1744,1554.012,316.2066,1075.0114,3338.5298,336.3367
07-12-2021,50633.01,4309.7,0.8162,167.8254,176.1645,146.2607,1568.9991,324.6694,1083.7704,3383.9387,350.5833
08-12-2021,50513.04,4439.98,0.8624,171.6489,176.158,147.1715,1607.2239,324.7179,1100.2645,3423.9666,356.32
09-12-2021,47593.85,4111.92,0.8594,171.1391,174.171,146.6272,1616.4821,322.9051,1117.7142,3400.2234,334.6
10-12-2021,47191.14,3902.49,0.7994,175.9333,172.212,146.9877,1612.632,332.0562,1118.8518,3433.312,339.01
13-12-2021,46731.03,3785.08,0.7819,172.296,169.5675,144.8276,1599.249,329.0122,1096.4198,3407.6812,322.1367
14-12-2021,48387.69,3862.18,0.8117,170.9136,169.0915,142.9212,1606.1239,318.2908,1082.9968,3421.0398,319.5033
15-12-2021,48885.05,4020.19,0.8273,175.7863,173.315,145.4379,1589.6698,324.4077,1079.8346,3370.5803,325.33
16-12-2021,47635.92,3957.03,0.8054,168.8842,168.871,143.4556,1623.9529,314.9561,1093.8032,3381.2004,308.9733
17-12-2021,46164.14,3876.37,0.7969,167.7862,170.0175,140.7542,1669.0983,313.8897,1064.9329,3383.7969,310.8567
20-12-2021,46913.54,3945.57,0.8788,166.4234,167.079,140.637,1648.9775,310.1188,1036.2217,3357.8818,299.98
21-12-2021,48917.48,4017.7,0.9472,169.5999,170.417,142.4897,1660.619,317.2729,1051.6465,3406.4072,312.8433
22-12-2021,48614.97,3981.26,0.9541,172.198,171.037,145.4121,1672.6274,323.002,1076.604,3427.6008,336.29
23-12-2021,50830.2,4112.35,0.9938,172.8254,171.0685,145.9101,1702.7855,324.4464,1076.2172,3457.7625,355.6667
24-12-2021,50840.36,4047.87,0.9115,172.8254,171.0685,145.9101,1708.1938,324.4464,1079.6526,3465.5034,355.6667
27-12-2021,50714.73,4037.87,0.9268,176.796,169.6695,146.8934,1710.6228,331.969,1078.4923,3489.2947,364.6467
28-12-2021,47536.39,3793.54,0.852,175.7764,170.661,145.6822,1730.652,330.8056,1091.3008,3499.1592,362.8233
29-12-2021,46471.7,3629.31,0.8167,175.8647,169.201,145.6504,1728.4061,331.4842,1093.1664,3487.9724,362.0633
30-12-2021,47129.66,3710.08,0.8389,174.7078,168.6445,145.1991,1735.0978,328.9348,1073.4189,3524.8379,356.78
31-12-2021,46197.31,3675.79,0.8292,174.0901,166.717,143.8598,1730.4229,326.0266,1077.5367,3529.1802,352.26
03-01-2022,46450.79,3765.16,0.8324,178.4431,170.4045,143.9983,1740.231,324.5045,1093.7805,3604.1379,399.9267
04-01-2022,45824.54,3785.67,0.8229,176.1784,167.522,143.4104,1740.8728,318.9402,1118.4651,3667.3896,383.1967
05-01-2022,43432.51,3536.77,0.7728,171.4921,164.357,136.8313,1690.9148,306.6968,1123.6976,3644.9209,362.7067
06-01-2022,43094.54,3406.48,0.78,168.6293,163.254,136.8039,1666.3025,304.2733,1099.5365,3594.4141,354.9
07-01-2022,41543.79,3196.47,0.7627,168.796,162.554,136.0784,1663.0942,304.4285,1108.4093,3637.8872,342.32
10-01-2022,41832.59,3083.68,0.7402,168.8156,161.486,137.7196,1696.5065,304.6514,1109.3193,3662.7632,352.7067
11-01-2022,42743.03,3240.32,0.7703,171.6489,165.362,138.7788,1700.9521,305.3397,1117.3048,3696.7959,354.8
12-01-2022,43919.67,3373.03,0.7989,172.0901,165.207,140.4617,1720.9813,308.529,1147.1309,3643.9294,368.74
13-01-2022,42575.61,3242.26,0.7678,168.8156,161.214,137.6377,1738.7185,295.4713,1153.592,3679.803,343.8533
14-01-2022,43089.83,3309.66,0.7734,169.6783,162.138,138.5251,1768.5558,300.706,1155.2754,3746.1218,349.87
17-01-2022,42224.38,3210.9,0.7623,169.6783,162.138,138.5251,1777.8599,300.706,1161.3044,3794.2686,349.87
18-01-2022,42372.75,3161.5,0.7517,166.4724,158.9175,135.0664,1760.6727,293.3871,1147.4493,3767.3162,343.5033
19-01-2022,41674.8,3084.78,0.7382,162.9724,156.299,134.191,1711.448,294.0462,1147.3583,3702.1099,331.8833
20-01-2022,40697.03,3002.43,0.7197,161.2861,151.6675,132.3944,1671.7108,292.3692,1127.2697,3618.793,332.09
21-01-2022,36469.3,2569.59,0.6373,159.2272,142.643,129.4586,1636.8778,286.9697,1127.4517,3625.3657,314.6333
24-01-2022,36702.79,2442.27,0.6121,158.4527,144.544,129.908,1592.0533,287.2992,1081.973,3566.5901,310
25-01-2022,36975.99,2459.65,0.6176,156.6488,139.986,126.0655,1578.6241,279.6605,1079.8573,3565.219,306.1333
26-01-2022,36829.37,2464.13,0.6197,156.5605,138.8725,128.3478,1578.6241,287.6288,1079.8573,3565.219,312.47
27-01-2022,37189.85,2425.83,0.6085,156.0997,139.6375,128.1214,1538.7036,290.6631,1063.8635,3451.1194,276.3667
28-01-2022,37744.7,2547.03,0.6116,166.992,143.978,132.4376,1545.6702,298.8254,1062.8398,3489.7046,282.1167
31-01-2022,38494.66,2689.14,0.6175,171.3548,149.5735,134.3767,1591.5032,301.4621,1085.9318,3533.3955,312.24
01-02-2022,38721.49,2790.15,0.6286,171.1882,151.1935,136.7011,1624.3655,299.31,1082.3372,3594.2988,310.4167
02-02-2022,36918.19,2681.11,0.6012,172.394,150.6125,146.9863,1638.161,303.8661,1084.5438,3646.833,301.8867
03-02-2022,37328.64,2697.18,0.6099,169.5117,138.8455,142.1099,1593.6573,292.0299,1070.5295,3616.949,297.0467
04-02-2022,41590.34,2997.18,0.6558,169.227,157.6395,142.3114,1595.9948,296.5764,1060.7694,3607.7754,307.7733
07-02-2022,43861.07,3141.38,0.8318,168.5104,157.9355,138.2475,1572.0701,291.7392,1054.3085,3573.8245,302.4467
08-02-2022,44080.12,3118.76,0.8759,171.6222,161.4135,138.4441,1574.1783,295.2386,1072.031,3540.2051,307.3333
09-02-2022,44422.91,3246.72,0.8701,173.0456,161.1895,140.6221,1592.5115,301.6851,1084.5211,3556.3765,310.6667
10-02-2022,43531.67,3074.84,0.8256,168.9619,159.0035,137.6705,1622.1195,293.1253,1083.4065,3565.6443,301.5167
11-02-2022,42398.98,2928.93,0.7596,165.5458,153.2935,133.3627,1577.8907,286.01,1081.2905,3494.3381,286.6667
14-02-2022,42552.28,2931.12,0.8015,165.7814,155.167,134.5977,1542.0035,285.9712,1064.0684,3531.0315,291.92
15-02-2022,44576.33,3185.81,0.8524,169.6196,156.5105,135.6728,1593.3822,291.2737,1100.1964,3610.5181,307.4767
16-02-2022,43896.34,3124.33,0.8371,169.384,158.1005,136.7945,1588.8451,290.9338,1097.9213,3606.0728,307.7967
17-02-2022,40545.09,2894.42,0.7677,165.7814,154.6525,131.6311,1581.0532,282.4147,1111.8218,3578.7424,292.1167
18-02-2022,39994.66,2780.72,0.785,164.2304,152.6015,129.5098,1564.6907,279.6947,1103.1312,3587.9155,285.66
21-02-2022,37037.39,2570.15,0.7019,164.2304,152.6015,129.5098,1586.4617,279.6947,1091.9834,3517.4604,285.66
22-02-2022,38267.75,2638.81,0.7215,161.3051,150.1975,128.9243,1589.8074,279.4907,1087.0237,3391.6814,273.8433
23-02-2022,37270.85,2580.97,0.6962,157.133,144.827,126.714,1597.5989,272.2538,1080.2212,3370.3088,254.68
24-02-2022,38353.62,2597.94,0.6963,159.754,151.358,131.7821,1538.2914,286.1642,1026.3933,3216.9624,266.9233
25-02-2022,39239.77,2769,0.7698,161.8253,153.7885,133.5385,1553.37,288.8064,1039.2249,3329.5959,269.9567
28-02-2022,43189.46,2919.85,0.7819,162.0904,153.563,134.1319,1572.62,290.2441,1073.6235,3361.2297,290.1433
01-03-2022,44428.47,2976.59,0.7844,160.2056,151.142,133.1432,1572.62,286.5139,1073.6235,3361.2297,288.1233
02-03-2022,43935.37,2949.03,0.7692,163.5039,152.0525,133.6497,1560.8867,291.6041,1091.369,3353.6169,293.2967
03-03-2022,42474.37,2833.71,0.7521,163.18,147.8985,132.9823,1577.4325,287.4562,1082.1552,3351.9619,279.7633
04-03-2022,39154.4,2622.51,0.7126,160.1762,145.641,131.003,1579.6783,281.5695,1058.1533,3333.001,279.43
07-03-2022,38030.63,2496.67,0.7205,156.3772,137.453,125.5128,1594.849,270.9326,1019.0222,3295.6924,268.1933
08-03-2022,38748.52,2579.18,0.721,154.5513,136.0145,126.2338,1630.0027,267.9603,1017.1793,3404.4961,274.8
09-03-2022,41962.85,2733.05,0.7659,159.9602,139.279,132.5061,1662.2234,280.2484,1071.1437,3435.3728,286.3233
10-03-2022,39443.42,2608.64,0.7364,155.6115,146.8175,131.5224,1673.7275,277.4216,1088.5024,3424.3557,279.4333
11-03-2022,38741.03,2557.57,0.8028,151.891,145.5245,128.9809,1670.1523,272.0595,1091.642,3403.739,265.1167
14-03-2022,39696.28,2591.45,0.7749,147.8564,141.853,125.0882,1733.127,268.5334,1100.6057,3445.2085,255.4567
15-03-2022,39314.86,2619.61,0.7661,152.2444,147.3665,128.313,1686.0107,278.937,1075.3982,3398.7742,267.2967
16-03-2022,41133.64,2775.15,0.7927,156.6618,153.104,132.3676,1731.9352,285.97,1093.5532,3457.408,280.0767
17-03-2022,40956.79,2814.64,0.794,157.6729,157.239,132.9222,1700.0355,286.7762,1129.2032,3473.3438,290.5333
18-03-2022,41790.97,2941.32,0.7969,160.9713,161.2505,135.1931,1700.0355,291.8372,1129.2032,3473.3438,301.7967
21-03-2022,41043.9,2895.01,0.8384,162.3456,161.4915,135.1692,1698.6149,290.6035,1122.6967,3429.7939,307.0533
22-03-2022,42380.11,2970.47,0.837,165.7225,164.889,138.9099,1730.1021,295.3634,1151.7039,3500.0122,331.3267
23-03-2022,42904.1,3037.3,0.8378,167.087,163.408,137.3283,1716.3522,290.924,1155.3665,3510.8406,333.0367
24-03-2022,44006.77,3112.85,0.8429,170.8762,163.6495,140.6023,1729.4603,295.4022,1173.3166,3546.2578,337.9733
25-03-2022,44331.36,3104.04,0.8245,171.5143,164.7735,140.7026,1720.1561,294.9943,1181.1429,3506.1594,336.88
28-03-2022,47128.71,3334.29,0.8636,172.3781,168.9905,140.4866,1717.7272,301.8134,1193.0188,3506.3958,363.9467
29-03-2022,47445.3,3402.62,0.8581,175.6764,169.315,141.5294,1728.8187,306.3888,1193.2916,3504.1733,366.5233
30-03-2022,47056.41,3385.11,0.8612,174.5083,166.301,140.9662,1745.2727,304.883,1216.2245,3528.9507,364.6633
31-03-2022,45522.65,3282.78,0.8148,171.4063,162.9975,138.1149,1747.9309,299.4918,1198.8429,3536.8948,359.2
01-04-2022,46299.75,3455.72,0.8279,171.1118,163.56,139.1905,1744.9061,300.5701,1208.4436,3554.6743,361.53
04-04-2022,46609.36,3520.15,0.8265,175.166,168.3465,141.9922,1726.0228,305.9613,1212.0156,3565.6443,381.8167
05-04-2022,45501.58,3406.48,0.817,171.848,164.055,139.628,1705.9938,301.9883,1194.8843,3607.6809,363.7533
06-04-2022,43177.78,3168.91,0.7598,168.6773,158.756,135.6127,1676.4316,290.9338,1191.6995,3551.4587,348.5867
07-04-2022,43466.21,3229.28,0.7877,168.9816,157.7845,134.9577,1660.0693,292.7503,1170.6777,3484.124,352.42
08-04-2022,42273.38,3192.92,0.7551,166.9692,154.4605,132.3745,1663.3694,288.4762,1190.1522,3485.5432,341.83
11-04-2022,39536.71,2979.52,0.6949,162.7088,151.122,127.9411,1619.3237,277.1011,1187.6725,3495.7095,325.31
12-04-2022,40086.66,3028.77,0.7151,164.5838,150.7875,126.8397,1597.2322,273.9926,1165.3086,3490.6975,328.9833
13-04-2022,41150.33,3118.5,0.7232,167.2735,155.541,129.0042,1602.824,279.3936,1161.0314,3463.1294,340.79
14-04-2022,39951.63,3021.76,0.7263,162.2572,151.7065,125.8619,1602.824,271.8264,1161.0314,3463.1294,328.3333
18-04-2022,40811.03,3056.2,0.7693,162.0413,152.785,126.8019,1486.2706,272.4966,1157.4823,3336.4998,334.7633
19-04-2022,41504.44,3102.52,0.7752,164.3285,158.1155,129.1184,1431.8213,277.1399,1201.5957,3283.3982,342.7167
20-04-2022,41375.35,3077.74,0.752,164.1617,153.998,127.1629,1455.3793,278.1696,1236.9274,3363.688,325.7333
21-04-2022,40490.97,2984.24,0.7328,163.3665,148.296,123.9595,1483.8876,272.7784,1265.889,3431.6375,336.26
22-04-2022,39716.04,2963.17,0.7177,158.8215,144.35,118.816,1453.3168,266.1923,1255.2872,3416.4119,335.0167
25-04-2022,40437.52,3006.45,0.6934,159.8915,146.074,122.231,1430.9962,272.6909,1226.2574,3355.5557,332.6733
26-04-2022,38117.39,2809.6,0.6424,153.923,139.391,117.8373,1449.2377,262.4913,1262.954,3353.7588,292.14
27-04-2022,39252.04,2889.72,0.6523,153.6973,138.167,113.5116,1423.3879,275.1194,1264.1827,3367.8496,293.8367
28-04-2022,39749.75,2936.49,0.6428,160.6375,144.5965,117.7106,1450.7042,281.3461,1283.0657,3389.6958,292.5033
29-04-2022,38594.22,2817.23,0.6114,154.7574,124.2815,113.3279,1436.9087,269.5824,1269.5974,3354.137,290.2533
02-05-2022,38513.01,2856.12,0.6143,155.0617,124.5,115.7844,1412.5713,276.3337,1265.1383,3350.0706,300.98
03-05-2022,37725.38,2780.63,0.6047,156.5538,124.2535,116.5303,1412.5713,273.7206,1265.1383,3350.0706,303.0833
04-05-2022,39680.21,2940.31,0.6457,162.9738,125.9285,121.4235,1407.5756,281.6861,1225.6431,3290.822,317.54
05-05-2022,36546.86,2747.28,0.5982,153.8936,116.407,115.7075,1453.0419,269.4173,1201.6412,3322.6445,291.0933
06-05-2022,36009.89,2692.08,0.6022,154.6211,114.7725,114.9537,1414.2673,266.8723,1192.4272,3246.2319,288.55
09-05-2022,30076.9,2230.95,0.4877,149.4893,108.789,111.7403,1439.4755,257.0126,1145.8568,3258.0532,262.37
10-05-2022,31013.12,2341.58,0.5132,151.8979,108.859,113.6114,1423.5712,261.7919,1125.9955,3252.0481,266.68
11-05-2022,29017.21,2077.83,0.4152,144.0233,105.372,112.8243,1399.509,253.0978,1114.4609,3226.7505,244.6667
12-05-2022,28915.72,1952.81,0.3843,140.1499,106.9305,112.071,1383.0548,248.0466,1091.7559,3223.582,242.6667
13-05-2022,29244.83,2006.51,0.422,144.623,113.055,115.2556,1379.0216,253.6515,1104.1321,3229.4924,256.53
16-05-2022,29838.5,2020.12,0.4221,143.0795,110.8105,113.6611,1364.9967,254.0207,1104.4052,3193.4624,241.4567
17-05-2022,30415.91,2089.29,0.4372,146.717,115.3685,115.6752,1391.9005,259.1885,1150.7936,3264.2004,253.87
18-05-2022,28667.29,1911.68,0.4049,138.4393,107.1125,111.133,1383.4215,247.3877,1154.9797,3261.552,236.6033
19-05-2022,30282.48,2017.78,0.42,135.028,107.319,109.6279,1308.2097,246.4725,1128.3616,3084.8477,236.4733
20-05-2022,29166.15,1956.88,0.4099,135.2639,107.591,108.162,1333.8761,245.9078,1194.1562,3114.2114,221.3
23-05-2022,29075.68,1970.7,0.4044,140.6906,107.557,110.7243,1346.022,253.7847,1186.1709,3141.4004,224.9667
24-05-2022,29630.05,1977.85,0.4081,137.9872,104.1,105.2441,1320.9054,252.7818,1190.2432,3109.4829,209.3867
25-05-2022,29508.27,1941.04,0.4055,138.1444,106.775,105.0802,1292.9016,255.6054,1188.4915,3015.8459,219.6
26-05-2022,29188.71,1791,0.3924,141.3493,111.0775,107.0541,1305.2765,258.8964,1177.1616,3072.3042,235.91
27-05-2022,28597.33,1724.73,0.3813,147.1102,115.1465,111.5471,1339.5594,266.0431,1171.7015,3105.0081,253.21
30-05-2022,31716.41,1997.64,0.4184,147.1102,115.1465,111.5471,1399.5549,266.0431,1212.5161,3213.4973,253.21
31-05-2022,31782.16,1940.59,0.4212,146.3238,120.2095,112.9827,1392.885,264.7092,1197.8873,3203.1196,252.7533
01-06-2022,29789.58,1817.42,0.3977,146.1959,121.684,113.1119,1369.6796,265.2447,1198.2743,3194.4077,246.79
02-06-2022,30439.63,1833.26,0.4049,148.6537,125.511,116.8168,1396.9611,267.3478,1239.5892,3258.9587,258.3333
03-06-2022,29680.3,1773.59,0.3898,142.9223,122.35,113.7564,1409.6522,262.9079,1264.7059,3275.2866,234.5167
06-06-2022,31353.78,1858.56,0.4025,143.6694,124.79,116.0203,1417.3875,261.6713,1259.2686,3266.5278,238.28
07-06-2022,31111.75,1812.7,0.4074,146.1959,123,116.347,1395.7567,265.3225,1261.6346,3201.5483,238.8867
08-06-2022,30189.27,1791.03,0.4001,145.4587,121.18,116.3912,1389.5499,263.2877,1239.4756,3241.0125,241.8667
09-06-2022,30082.94,1787.71,0.3997,140.2286,116.15,114.0489,1403.4456,257.8157,1273.4648,3262.8623,239.7067
10-06-2022,29067.38,1661.1,0.3811,134.8117,109.65,110.4001,1368.0584,246.3264,1235.0165,3198.8828,232.23
13-06-2022,22471.59,1209.12,0.3112,129.6505,103.67,105.6637,1319.6094,235.8791,1211.6515,3065.3064,215.7367
